k	l	m	KLM
0	0	0	0.600000
0	0	1	0.400000
0	1	0	0.400000
0	1	1	0.600000
0	2	0	0.890000
0	2	1	0.110000
0	3	0	0.600000
0	3	1	0.400000
0	4	0	0.600000
0	4	1	0.400000
0	5	0	0.970000
0	5	1	0.030000
0	6	0	0.600000
0	6	1	0.400000
0	7	0	0.490000
0	7	1	0.510000
0	8	0	0.600000
0	8	1	0.400000
0	9	0	0.600000
0	9	1	0.400000
0	10	0	0.160000
0	10	1	0.240000
0	10	2	0.600000
0	11	0	0.400000
0	11	1	0.600000
0	12	0	0.870000
0	12	1	0.130000
0	13	0	0.400000
0	13	1	0.600000
0	14	0	0.400000
0	14	1	0.600000
0	15	0	0.600000
0	15	1	0.400000
0	16	0	0.220000
0	16	1	0.780000
0	17	0	0.600000
0	17	1	0.400000
0	18	0	0.400000
0	18	1	0.600000
0	19	0	0.010000
0	19	1	0.990000
0	20	0	0.600000
0	20	1	0.400000
0	21	0	0.600000
0	21	1	0.400000
0	22	0	0.490000
0	22	1	0.510000
0	23	0	0.870000
0	23	1	0.130000
0	24	0	0.600000
0	24	1	0.400000
0	25	0	0.400000
0	25	1	0.600000
0	26	0	0.020000
0	26	1	0.980000

