k	l	m	KLM
0	0	0	1.000000
0	0	1	0.000000
0	1	0	1.000000
0	1	1	0.000000
0	2	0	0.000000
0	2	1	1.000000
0	3	0	0.000001
0	3	1	0.999999
0	4	0	0.000000
0	4	1	1.000000
0	5	0	0.000000
0	5	1	1.000000
0	6	0	0.000000
0	6	1	1.000000
0	7	0	1.000000
0	7	1	0.000000
0	8	0	1.000000
0	8	1	0.000000
0	9	0	0.000000
0	9	1	1.000000
0	10	0	0.999999
0	10	1	0.000001
0	11	0	1.000000
0	11	1	0.000000
0	12	0	0.000000
0	12	1	1.000000
0	13	0	0.000000
0	13	1	1.000000
0	14	0	0.000000
0	14	1	1.000000
0	15	0	0.000000
0	15	1	1.000000
0	16	0	1.000000
0	16	1	0.000000
0	17	0	0.000000
0	17	1	1.000000
0	18	0	0.000000
0	18	1	1.000000
0	18	2	0.000000
1	0	0	0.000000
1	0	1	1.000000
1	1	0	0.884573
1	1	1	0.115427
1	2	0	0.115427
1	2	1	0.884573
1	3	0	0.220605
1	3	1	0.779395
1	4	0	0.012784
1	4	1	0.987216
1	5	0	0.750886
1	5	1	0.249114
1	6	0	0.750886
1	6	1	0.249114
1	7	0	0.935904
1	7	1	0.064096
1	8	0	0.935904
1	8	1	0.064096
1	9	0	0.038404
1	9	1	0.961596
1	10	0	0.779395
1	10	1	0.220605
1	11	0	0.571807
1	11	1	0.428193
1	12	0	0.750886
1	12	1	0.249114
1	13	0	0.125553
1	13	1	0.874447
1	14	0	0.115427
1	14	1	0.884573
1	15	0	1.000000
1	15	1	0.000000
1	16	0	0.884573
1	16	1	0.115427
1	17	0	1.000000
1	17	1	0.000000
1	18	0	0.116512
1	18	1	0.741084
1	18	2	0.142404

