k	l	m	KLM
0	0	0	0.515975
0	0	1	0.484025
0	1	0	0.000000
0	1	1	1.000000
0	2	0	0.035957
0	2	1	0.964043
0	3	0	0.484025
0	3	1	0.515975
0	4	0	1.000000
0	4	1	0.000000
0	5	0	0.964045
0	5	1	0.035955
0	6	0	1.000000
0	6	1	0.000000
0	7	0	0.000000
0	7	1	1.000000
0	8	0	0.490541
0	8	1	0.509459
0	9	0	0.490541
0	9	1	0.509459
0	10	0	0.167836
0	10	1	0.832164
0	11	0	0.000000
0	11	1	1.000000
0	12	0	0.490541
0	12	1	0.509459
0	13	0	0.000000
0	13	1	1.000000
0	14	0	0.987969
0	14	1	0.012031
0	15	0	0.000000
0	15	1	1.000000
0	16	0	1.000000
0	16	1	0.000000
0	17	0	0.000000
0	17	1	0.000000
0	17	2	1.000000
0	18	0	0.000000
0	18	1	1.000000
0	19	0	0.000000
0	19	1	1.000000
0	20	0	1.000000
0	20	1	0.000000
0	21	0	1.000000
0	21	1	0.000000
0	22	0	0.024075
0	22	1	0.975925
0	23	0	1.000000
0	23	1	0.000000
0	24	0	0.000000
0	24	1	1.000000
0	25	0	0.000000
0	25	1	1.000000
0	26	0	0.000000
0	26	1	1.000000
0	27	0	0.000000
0	27	1	1.000000
0	28	0	1.000000
0	28	1	0.000000
0	29	0	0.484025
0	29	1	0.515975
0	30	0	0.964045
0	30	1	0.035955
0	31	0	0.000000
0	31	1	1.000000
0	32	0	0.000000
0	32	1	1.000000
0	33	0	1.000000
0	33	1	0.000000
0	34	0	0.484025
0	34	1	0.515975
0	35	0	0.490541
0	35	1	0.509459
0	36	0	0.509459
0	36	1	0.490541
0	37	0	1.000000
0	37	1	0.000000
0	38	0	0.000000
0	38	1	1.000000
0	39	0	0.801004
0	39	1	0.198996
0	40	0	1.000000
0	40	1	0.000000
0	41	0	1.000000
0	41	1	0.000000
0	42	0	0.000000
0	42	1	1.000000
0	43	0	1.000000
0	43	1	0.000000
0	44	0	0.663102
0	44	1	0.336898
0	45	0	0.490541
0	45	1	0.509459
0	46	0	1.000000
0	46	1	0.000000
0	47	0	0.000000
0	47	1	1.000000
0	48	0	0.085241
0	48	1	0.914759
0	49	0	0.484025
0	49	1	0.515975
0	50	0	1.000000
0	50	1	0.000000
0	51	0	0.515975
0	51	1	0.484025
0	52	0	1.000000
0	52	1	0.000000
0	53	0	0.000000
0	53	1	1.000000
0	54	0	1.000000
0	54	1	0.000000
0	55	0	0.000000
0	55	1	1.000000
0	56	0	0.000000
0	56	1	1.000000
0	57	0	0.987983
0	57	1	0.012017
0	58	0	0.000000
0	58	1	1.000000
0	59	0	0.519826
0	59	1	0.480174
0	60	0	1.000000
0	60	1	0.000000
0	61	0	0.490541
0	61	1	0.509459
0	62	0	0.484025
0	62	1	0.515975
0	63	0	0.000000
0	63	1	1.000000
0	64	0	0.000000
0	64	1	1.000000
0	65	0	0.000000
0	65	1	1.000000
0	66	0	0.000000
0	66	1	1.000000
0	67	0	0.000000
0	67	1	1.000000
0	68	0	0.546521
0	68	1	0.453479
0	69	0	1.000000
0	69	1	0.000000
0	70	0	0.000000
0	70	1	1.000000
0	71	0	1.000000
0	71	1	0.000000
0	72	0	0.048251
0	72	1	0.951749
0	73	0	0.036353
0	73	1	0.963647
1	0	0	1.000000
1	0	1	0.000000
1	1	0	0.042796
1	1	1	0.957204
1	2	0	0.000000
1	2	1	1.000000
1	3	0	0.000000
1	3	1	1.000000
1	4	0	0.000000
1	4	1	1.000000
1	5	0	1.000000
1	5	1	0.000000
1	6	0	0.922769
1	6	1	0.077231
1	7	0	0.360534
1	7	1	0.639466
1	8	0	1.000000
1	8	1	0.000000
1	9	0	1.000000
1	9	1	0.000000
1	10	0	0.000000
1	10	1	1.000000
1	11	0	1.000000
1	11	1	0.000000
1	12	0	1.000000
1	12	1	0.000000
1	13	0	0.360534
1	13	1	0.639466
1	14	0	1.000000
1	14	1	0.000000
1	15	0	1.000000
1	15	1	0.000000
1	16	0	0.693185
1	16	1	0.306815
1	17	0	0.059936
1	17	1	0.119881
1	17	2	0.820183
1	18	0	0.715456
1	18	1	0.284544
1	19	0	1.000000
1	19	1	0.000000
1	20	0	0.000000
1	20	1	1.000000
1	21	0	0.867376
1	21	1	0.132624
1	22	0	0.000000
1	22	1	1.000000
1	23	0	0.284544
1	23	1	0.715456
1	24	0	0.715456
1	24	1	0.284544
1	25	0	1.000000
1	25	1	0.000000
1	26	0	0.306815
1	26	1	0.693185
1	27	0	0.132624
1	27	1	0.867376
1	28	0	0.000000
1	28	1	1.000000
1	29	0	0.000000
1	29	1	1.000000
1	30	0	1.000000
1	30	1	0.000000
1	31	0	1.000000
1	31	1	0.000000
1	32	0	1.000000
1	32	1	0.000000
1	33	0	0.820180
1	33	1	0.179820
1	34	0	0.000000
1	34	1	1.000000
1	35	0	1.000000
1	35	1	0.000000
1	36	0	0.000000
1	36	1	1.000000
1	37	0	0.839624
1	37	1	0.160376
1	38	0	0.360534
1	38	1	0.639466
1	39	0	1.000000
1	39	1	0.000000
1	40	0	0.000000
1	40	1	1.000000
1	41	0	0.000000
1	41	1	1.000000
1	42	0	1.000000
1	42	1	0.000000
1	43	0	0.000000
1	43	1	1.000000
1	44	0	1.000000
1	44	1	0.000000
1	45	0	1.000000
1	45	1	0.000000
1	46	0	0.957204
1	46	1	0.042796
1	47	0	0.340410
1	47	1	0.659590
1	48	0	0.000000
1	48	1	1.000000
1	49	0	0.000000
1	49	1	1.000000
1	50	0	0.000000
1	50	1	1.000000
