k	l	m	KLM
0	0	0	1.000000
0	0	1	0.000000
0	1	0	1.000000
0	1	1	0.000000
0	2	0	1.000000
0	2	1	0.000000
0	3	0	0.999997
0	3	1	0.000003
0	4	0	0.024751
0	4	1	0.975249
0	5	0	0.000000
0	5	1	1.000000
0	6	0	1.000000
0	6	1	0.000000
0	7	0	0.000000
0	7	1	1.000000
0	8	0	0.086733
0	8	1	0.913267
0	9	0	1.000000
0	9	1	0.000000
0	10	0	1.000000
0	10	1	0.000000
0	11	0	1.000000
0	11	1	0.000000
0	12	0	1.000000
0	12	1	0.000000
0	13	0	1.000000
0	13	1	0.000000
0	14	0	1.000000
0	14	1	0.000000
0	15	0	0.963105
0	15	1	0.036895
0	16	0	0.999916
0	16	1	0.000084
0	17	0	1.000000
0	17	1	0.000000
0	18	0	0.000000
0	18	1	1.000000
0	19	0	0.024751
0	19	1	0.975249
0	20	0	0.000000
0	20	1	1.000000
0	21	0	1.000000
0	21	1	0.000000
0	22	0	0.123999
0	22	1	0.876001
0	23	0	0.000000
0	23	1	1.000000
0	24	0	0.012373
0	24	1	0.987627
0	25	0	1.000000
0	25	1	0.000000
0	26	0	0.012373
0	26	1	0.987627
0	27	0	0.036895
0	27	1	0.963105
0	28	0	1.000000
0	28	1	0.000000
0	29	0	0.000000
0	29	1	1.000000
0	30	0	1.000000
0	30	1	0.000000
0	31	0	1.000000
0	31	1	0.000000
0	32	0	1.000000
0	32	1	0.000000
0	33	0	0.000000
0	33	1	1.000000
0	34	0	0.000000
0	34	1	1.000000
0	35	0	1.000000
0	35	1	0.000000
0	36	0	0.000000
0	36	1	1.000000
0	37	0	1.000000
0	37	1	0.000000
0	38	0	0.763815
0	38	1	0.236185
0	39	0	1.000000
0	39	1	0.000000
0	40	0	0.269697
0	40	1	0.730303
0	41	0	1.000000
0	41	1	0.000000
0	42	0	1.000000
0	42	1	0.000000
0	43	0	0.000000
0	43	1	1.000000
0	44	0	0.713744
0	44	1	0.286256
0	45	0	0.000000
0	45	1	1.000000
0	46	0	1.000000
0	46	1	0.000000
0	47	0	1.000000
0	47	1	0.000000
0	48	0	1.000000
0	48	1	0.000000
0	49	0	0.987627
0	49	1	0.012373
0	50	0	0.000000
0	50	1	1.000000
1	0	0	0.000000
1	0	1	1.000000
1	1	0	0.858293
1	1	1	0.141707
1	2	0	0.824892
1	2	1	0.175108
1	3	0	0.975022
1	3	1	0.024978
1	4	0	0.000000
1	4	1	1.000000
1	5	0	0.192711
1	5	1	0.807289
1	6	0	0.974815
1	6	1	0.025185
1	7	0	1.000000
1	7	1	0.000000
1	8	0	0.000000
1	8	1	1.000000
1	9	0	0.000000
1	9	1	1.000000
1	10	0	0.974815
1	10	1	0.025185
1	11	0	0.000000
1	11	1	1.000000
1	12	0	0.991607
1	12	1	0.008393
1	13	0	0.000000
1	13	1	1.000000
1	14	0	0.000000
1	14	1	1.000000
1	15	0	1.000000
1	15	1	0.000000
1	16	0	0.975074
1	16	1	0.024926
1	17	0	0.730384
1	17	1	0.269616
1	18	0	0.025185
1	18	1	0.974815
1	19	0	0.000000
1	19	1	1.000000
1	20	0	1.000000
1	20	1	0.000000
1	21	0	0.000000
1	21	1	1.000000
1	22	0	0.000000
1	22	1	1.000000
1	23	0	1.000000
1	23	1	0.000000
1	24	0	0.000000
1	24	1	1.000000
1	25	0	0.974815
1	25	1	0.025185
1	26	0	0.000000
1	26	1	1.000000
1	27	0	0.000000
1	27	1	1.000000
1	28	0	0.000000
1	28	1	1.000000
1	29	0	0.192711
1	29	1	0.807289
1	30	0	0.807289
1	30	1	0.192711
1	31	0	0.807289
1	31	1	0.192711
1	32	0	0.000000
1	32	1	1.000000
1	33	0	1.000000
1	33	1	0.000000
1	34	0	0.422495
1	34	1	0.577505
1	35	0	0.000000
1	35	1	1.000000
1	36	0	0.210432
1	36	1	0.789568
1	37	0	0.577505
1	37	1	0.422495
1	38	0	1.000000
1	38	1	0.000000
1	39	0	0.000000
1	39	1	1.000000
1	40	0	1.000000
1	40	1	0.000000
1	41	0	0.966416
1	41	1	0.033584
1	42	0	0.848626
1	42	1	0.151374
1	43	0	0.151374
1	43	1	0.848626
1	44	0	1.000000
1	44	1	0.000000
1	45	0	0.016788
1	45	1	0.983212
1	46	0	0.907572
1	46	1	0.092428
1	47	0	0.000000
1	47	1	1.000000
1	48	0	0.424817
1	48	1	0.575183
1	49	0	1.000000
1	49	1	0.000000
1	50	0	0.192711
1	50	1	0.807289

