k	l	m	KLM
0	0	0	1.000000
0	0	1	0.000000
0	1	0	1.000000
0	1	1	0.000000
0	2	0	0.902924
0	2	1	0.097076
0	3	0	0.000000
0	3	1	1.000000
0	4	0	0.019405
0	4	1	0.980595
0	5	0	1.000000
0	5	1	0.000000
0	6	0	0.000000
0	6	1	1.000000
0	7	0	0.247475
0	7	1	0.752525
0	8	0	0.686141
0	8	1	0.313859
0	9	0	0.194999
0	9	1	0.805001
1	0	0	0.000000
1	0	1	1.000000
1	1	0	0.000000
1	1	1	1.000000
1	2	0	1.000000
1	2	1	0.000000
1	3	0	1.000000
1	3	1	0.000000
1	4	0	0.000000
1	4	1	1.000000
1	5	0	0.000000
1	5	1	1.000000
1	6	0	1.000000
1	6	1	0.000000
1	7	0	0.265837
1	7	1	0.734163
1	8	0	1.000000
1	8	1	0.000000
1	9	0	0.000000
1	9	1	1.000000

