k	l	m	KLM
0	0	0	0.884045
0	0	1	0.115955
0	1	0	0.000004
0	1	1	0.999996
0	2	0	0.999996
0	2	1	0.000004
0	3	0	0.000000
0	3	1	1.000000
0	4	0	1.000000
0	4	1	0.000000
0	5	0	0.115851
0	5	1	0.884149
0	6	0	0.000000
0	6	1	1.000000
0	7	0	0.111096
0	7	1	0.888904
0	8	0	1.000000
0	8	1	0.000000
0	9	0	0.999996
0	9	1	0.000004
0	10	0	0.999996
0	10	1	0.000004
0	11	0	0.000000
0	11	1	1.000000
0	12	0	0.000004
0	12	1	0.999996
1	0	0	1.000000
1	0	1	0.000000
1	1	0	1.000000
1	1	1	0.000000
1	2	0	0.000000
1	2	1	1.000000
1	3	0	0.038832
1	3	1	0.961168
1	4	0	0.685413
1	4	1	0.314587
1	5	0	0.000000
1	5	1	1.000000
1	6	0	0.038832
1	6	1	0.961168
1	7	0	0.156284
1	7	1	0.843716
1	8	0	0.941707
1	8	1	0.058293
1	9	0	0.000000
1	9	1	1.000000
1	10	0	0.000000
1	10	1	1.000000
1	11	0	0.314587
1	11	1	0.685413
1	12	0	1.000000
1	12	1	0.000000

